cu_name,adult_return_year,total_returns,total_escape,recruit_abundance,f_age,o_age,total_age,brood_year
Sproat Lake,1983,633080,239763.0622,NA,2,4,7,1976
Sproat Lake,1983,633080,239763.0622,NA,3,3,7,1976
Sproat Lake,1983,633080,239763.0622,NA,4,2,7,1976
Sproat Lake,1983,633080,239763.0622,NA,4,3,8,1975
Sproat Lake,1983,633080,239763.0622,NA,0,1,2,1981
Sproat Lake,1984,510049,76373.17582,19031,1,1,3,1981
Sproat Lake,1984,510049,76373.17582,267489,1,2,4,1980
Sproat Lake,1984,510049,76373.17582,947,2,1,4,1980
Sproat Lake,1984,510049,76373.17582,162898,1,3,5,1979
Sproat Lake,1984,510049,76373.17582,37810,2,2,5,1979
Sproat Lake,1984,510049,76373.17582,NA,1,4,6,1978
Sproat Lake,1984,510049,76373.17582,21874,2,3,6,1978
Sproat Lake,1984,510049,76373.17582,NA,0,2,3,1981
Sproat Lake,1984,510049,76373.17582,NA,0,3,4,1980
Sproat Lake,1984,510049,76373.17582,NA,3,1,5,1979
Sproat Lake,1984,510049,76373.17582,NA,3,2,6,1978
Sproat Lake,1984,510049,76373.17582,NA,4,1,6,1978
Sproat Lake,1984,510049,76373.17582,NA,1,5,7,1977
Sproat Lake,1984,510049,76373.17582,NA,2,4,7,1977
Sproat Lake,1984,510049,76373.17582,NA,3,3,7,1977
Sproat Lake,1984,510049,76373.17582,NA,4,2,7,1977
Sproat Lake,1984,510049,76373.17582,NA,4,3,8,1976
Sproat Lake,1984,510049,76373.17582,NA,0,1,2,1982
Sproat Lake,1985,286920,113688.1032,39662,1,1,3,1982
Sproat Lake,1985,286920,113688.1032,139898,1,2,4,1981
Sproat Lake,1985,286920,113688.1032,5989,2,1,4,1981
Sproat Lake,1985,286920,113688.1032,84027,1,3,5,1980
Sproat Lake,1985,286920,113688.1032,12046,2,2,5,1980
Sproat Lake,1985,286920,113688.1032,NA,1,4,6,1979
Sproat Lake,1985,286920,113688.1032,5298,2,3,6,1979
Sproat Lake,1985,286920,113688.1032,NA,0,2,3,1982
Sproat Lake,1985,286920,113688.1032,NA,0,3,4,1981
Sproat Lake,1985,286920,113688.1032,NA,3,1,5,1980
Sproat Lake,1985,286920,113688.1032,NA,3,2,6,1979
Sproat Lake,1985,286920,113688.1032,NA,4,1,6,1979
Sproat Lake,1985,286920,113688.1032,NA,1,5,7,1978
Sproat Lake,1985,286920,113688.1032,NA,2,4,7,1978
Sproat Lake,1985,286920,113688.1032,NA,3,3,7,1978
Sproat Lake,1985,286920,113688.1032,NA,4,2,7,1978
Sproat Lake,1985,286920,113688.1032,NA,4,3,8,1977
Sproat Lake,1985,286920,113688.1032,NA,0,1,2,1983
Sproat Lake,1986,239543,173915.3583,16808,1,1,3,1983
Sproat Lake,1986,239543,173915.3583,98071,1,2,4,1982
Sproat Lake,1986,239543,173915.3583,2243,2,1,4,1982
Sproat Lake,1986,239543,173915.3583,105467,1,3,5,1981
Sproat Lake,1986,239543,173915.3583,14905,2,2,5,1981
Sproat Lake,1986,239543,173915.3583,NA,1,4,6,1980
Sproat Lake,1986,239543,173915.3583,2048,2,3,6,1980
Sproat Lake,1986,239543,173915.3583,NA,0,2,3,1983
Sproat Lake,1986,239543,173915.3583,NA,0,3,4,1982
Sproat Lake,1986,239543,173915.3583,NA,3,1,5,1981
Sproat Lake,1986,239543,173915.3583,NA,3,2,6,1980
Sproat Lake,1986,239543,173915.3583,NA,4,1,6,1980
Sproat Lake,1986,239543,173915.3583,NA,1,5,7,1979
Sproat Lake,1986,239543,173915.3583,NA,2,4,7,1979
Sproat Lake,1986,239543,173915.3583,NA,3,3,7,1979
Sproat Lake,1986,239543,173915.3583,NA,4,2,7,1979
Sproat Lake,1986,239543,173915.3583,NA,4,3,8,1978
Sproat Lake,1986,239543,173915.3583,NA,0,1,2,1984
Sproat Lake,1987,323201,105457.4197,81108,1,1,3,1984
Sproat Lake,1987,323201,105457.4197,175293,1,2,4,1983
Sproat Lake,1987,323201,105457.4197,7021,2,1,4,1983
Sproat Lake,1987,323201,105457.4197,33298,1,3,5,1982
Sproat Lake,1987,323201,105457.4197,23757,2,2,5,1982
Sproat Lake,1987,323201,105457.4197,NA,1,4,6,1981
Sproat Lake,1987,323201,105457.4197,2723,2,3,6,1981
Sproat Lake,1987,323201,105457.4197,NA,0,2,3,1984
Sproat Lake,1987,323201,105457.4197,NA,0,3,4,1983
Sproat Lake,1987,323201,105457.4197,NA,3,1,5,1982
Sproat Lake,1987,323201,105457.4197,NA,3,2,6,1981
Sproat Lake,1987,323201,105457.4197,NA,4,1,6,1981
Sproat Lake,1987,323201,105457.4197,NA,1,5,7,1980
Sproat Lake,1987,323201,105457.4197,NA,2,4,7,1980
Sproat Lake,1987,323201,105457.4197,NA,3,3,7,1980
Sproat Lake,1987,323201,105457.4197,NA,4,2,7,1980
Sproat Lake,1987,323201,105457.4197,NA,4,3,8,1979
Sproat Lake,1987,323201,105457.4197,NA,0,1,2,1985
Sproat Lake,1988,413688,210518.4807,25465,1,1,3,1985
Sproat Lake,1988,413688,210518.4807,218698,1,2,4,1984
Sproat Lake,1988,413688,210518.4807,2694,2,1,4,1984
Sproat Lake,1988,413688,210518.4807,81957,1,3,5,1983
Sproat Lake,1988,413688,210518.4807,78721,2,2,5,1983
Sproat Lake,1988,413688,210518.4807,NA,1,4,6,1982
Sproat Lake,1988,413688,210518.4807,6153,2,3,6,1982
Sproat Lake,1988,413688,210518.4807,NA,0,2,3,1985
Sproat Lake,1988,413688,210518.4807,NA,0,3,4,1984
Sproat Lake,1988,413688,210518.4807,NA,3,1,5,1983
Sproat Lake,1988,413688,210518.4807,NA,3,2,6,1982
Sproat Lake,1988,413688,210518.4807,NA,4,1,6,1982
Sproat Lake,1988,413688,210518.4807,NA,1,5,7,1981
Sproat Lake,1988,413688,210518.4807,NA,2,4,7,1981
Sproat Lake,1988,413688,210518.4807,NA,3,3,7,1981
Sproat Lake,1988,413688,210518.4807,NA,4,2,7,1981
Sproat Lake,1988,413688,210518.4807,NA,4,3,8,1980
Sproat Lake,1988,413688,210518.4807,NA,0,1,2,1986
Sproat Lake,1989,181390,133348.8707,34004,1,1,3,1986
Sproat Lake,1989,181390,133348.8707,97150,1,2,4,1985
Sproat Lake,1989,181390,133348.8707,2271,2,1,4,1985
Sproat Lake,1989,181390,133348.8707,31834,1,3,5,1984
Sproat Lake,1989,181390,133348.8707,4330,2,2,5,1984
Sproat Lake,1989,181390,133348.8707,NA,1,4,6,1983
Sproat Lake,1989,181390,133348.8707,11801,2,3,6,1983
Sproat Lake,1989,181390,133348.8707,NA,0,2,3,1986
Sproat Lake,1989,181390,133348.8707,NA,0,3,4,1985
Sproat Lake,1989,181390,133348.8707,NA,3,1,5,1984
Sproat Lake,1989,181390,133348.8707,NA,3,2,6,1983
Sproat Lake,1989,181390,133348.8707,NA,4,1,6,1983
Sproat Lake,1989,181390,133348.8707,NA,1,5,7,1982
Sproat Lake,1989,181390,133348.8707,NA,2,4,7,1982
Sproat Lake,1989,181390,133348.8707,NA,3,3,7,1982
Sproat Lake,1989,181390,133348.8707,NA,4,2,7,1982
Sproat Lake,1989,181390,133348.8707,NA,4,3,8,1981
Sproat Lake,1989,181390,133348.8707,NA,0,1,2,1987
Sproat Lake,1990,130026,93631.45405,19540,1,1,3,1987
Sproat Lake,1990,130026,93631.45405,66339,1,2,4,1986
Sproat Lake,1990,130026,93631.45405,1048,2,1,4,1986
Sproat Lake,1990,130026,93631.45405,35884,1,3,5,1985
Sproat Lake,1990,130026,93631.45405,5721,2,2,5,1985
Sproat Lake,1990,130026,93631.45405,NA,1,4,6,1984
Sproat Lake,1990,130026,93631.45405,1493,2,3,6,1984
Sproat Lake,1990,130026,93631.45405,NA,0,2,3,1987
Sproat Lake,1990,130026,93631.45405,NA,0,3,4,1986
Sproat Lake,1990,130026,93631.45405,NA,3,1,5,1985
Sproat Lake,1990,130026,93631.45405,NA,3,2,6,1984
Sproat Lake,1990,130026,93631.45405,NA,4,1,6,1984
Sproat Lake,1990,130026,93631.45405,NA,1,5,7,1983
Sproat Lake,1990,130026,93631.45405,NA,2,4,7,1983
Sproat Lake,1990,130026,93631.45405,NA,3,3,7,1983
Sproat Lake,1990,130026,93631.45405,NA,4,2,7,1983
Sproat Lake,1990,130026,93631.45405,NA,4,3,8,1982
Sproat Lake,1990,130026,93631.45405,NA,0,1,2,1988
Sproat Lake,1991,572073,140122.8844,68736,1,1,3,1988
Sproat Lake,1991,572073,140122.8844,323384,1,2,4,1987
Sproat Lake,1991,572073,140122.8844,19654,2,1,4,1987
Sproat Lake,1991,572073,140122.8844,117814,1,3,5,1986
Sproat Lake,1991,572073,140122.8844,36815,2,2,5,1986
Sproat Lake,1991,572073,140122.8844,NA,1,4,6,1985
Sproat Lake,1991,572073,140122.8844,5669,2,3,6,1985
Sproat Lake,1991,572073,140122.8844,NA,0,2,3,1988
Sproat Lake,1991,572073,140122.8844,NA,0,3,4,1987
Sproat Lake,1991,572073,140122.8844,NA,3,1,5,1986
Sproat Lake,1991,572073,140122.8844,NA,3,2,6,1985
Sproat Lake,1991,572073,140122.8844,NA,4,1,6,1985
Sproat Lake,1991,572073,140122.8844,NA,1,5,7,1984
Sproat Lake,1991,572073,140122.8844,NA,2,4,7,1984
Sproat Lake,1991,572073,140122.8844,NA,3,3,7,1984
Sproat Lake,1991,572073,140122.8844,NA,4,2,7,1984
Sproat Lake,1991,572073,140122.8844,NA,4,3,8,1983
Sproat Lake,1991,572073,140122.8844,NA,0,1,2,1989
Sproat Lake,1992,614281,192641.2435,37611,1,1,3,1989
Sproat Lake,1992,614281,192641.2435,310770,1,2,4,1988
Sproat Lake,1992,614281,192641.2435,3683,2,1,4,1988
Sproat Lake,1992,614281,192641.2435,169339,1,3,5,1987
Sproat Lake,1992,614281,192641.2435,83202,2,2,5,1987
Sproat Lake,1992,614281,192641.2435,NA,1,4,6,1986
Sproat Lake,1992,614281,192641.2435,9677,2,3,6,1986
Sproat Lake,1992,614281,192641.2435,NA,0,2,3,1989
Sproat Lake,1992,614281,192641.2435,NA,0,3,4,1988
Sproat Lake,1992,614281,192641.2435,NA,3,1,5,1987
Sproat Lake,1992,614281,192641.2435,NA,3,2,6,1986
Sproat Lake,1992,614281,192641.2435,NA,4,1,6,1986
Sproat Lake,1992,614281,192641.2435,NA,1,5,7,1985
Sproat Lake,1992,614281,192641.2435,NA,2,4,7,1985
Sproat Lake,1992,614281,192641.2435,NA,3,3,7,1985
Sproat Lake,1992,614281,192641.2435,NA,4,2,7,1985
Sproat Lake,1992,614281,192641.2435,NA,4,3,8,1984
Sproat Lake,1992,614281,192641.2435,NA,0,1,2,1990
Sproat Lake,1993,553496,187859.5535,25780,1,1,3,1990
Sproat Lake,1993,553496,187859.5535,249836,1,2,4,1989
Sproat Lake,1993,553496,187859.5535,3673,2,1,4,1989
Sproat Lake,1993,553496,187859.5535,189338,1,3,5,1988
Sproat Lake,1993,553496,187859.5535,47543,2,2,5,1988
Sproat Lake,1993,553496,187859.5535,NA,1,4,6,1987
Sproat Lake,1993,553496,187859.5535,37327,2,3,6,1987
Sproat Lake,1993,553496,187859.5535,NA,0,2,3,1990
Sproat Lake,1993,553496,187859.5535,NA,0,3,4,1989
Sproat Lake,1993,553496,187859.5535,NA,3,1,5,1988
Sproat Lake,1993,553496,187859.5535,NA,3,2,6,1987
Sproat Lake,1993,553496,187859.5535,NA,4,1,6,1987
Sproat Lake,1993,553496,187859.5535,NA,1,5,7,1986
Sproat Lake,1993,553496,187859.5535,NA,2,4,7,1986
Sproat Lake,1993,553496,187859.5535,NA,3,3,7,1986
Sproat Lake,1993,553496,187859.5535,NA,4,2,7,1986
Sproat Lake,1993,553496,187859.5535,NA,4,3,8,1985
Sproat Lake,1993,553496,187859.5535,NA,0,1,2,1991
Sproat Lake,1994,225790,142161.6047,1902,1,1,3,1991
Sproat Lake,1994,225790,142161.6047,109484,1,2,4,1990
Sproat Lake,1994,225790,142161.6047,90,2,1,4,1990
Sproat Lake,1994,225790,142161.6047,81973,1,3,5,1989
Sproat Lake,1994,225790,142161.6047,27054,2,2,5,1989
Sproat Lake,1994,225790,142161.6047,NA,1,4,6,1988
Sproat Lake,1994,225790,142161.6047,5287,2,3,6,1988
Sproat Lake,1994,225790,142161.6047,NA,0,2,3,1991
Sproat Lake,1994,225790,142161.6047,NA,0,3,4,1990
Sproat Lake,1994,225790,142161.6047,NA,3,1,5,1989
Sproat Lake,1994,225790,142161.6047,NA,3,2,6,1988
Sproat Lake,1994,225790,142161.6047,NA,4,1,6,1988
Sproat Lake,1994,225790,142161.6047,NA,1,5,7,1987
Sproat Lake,1994,225790,142161.6047,NA,2,4,7,1987
Sproat Lake,1994,225790,142161.6047,NA,3,3,7,1987
Sproat Lake,1994,225790,142161.6047,NA,4,2,7,1987
Sproat Lake,1994,225790,142161.6047,NA,4,3,8,1986
Sproat Lake,1994,225790,142161.6047,NA,0,1,2,1992
Sproat Lake,1995,114922,43254.28653,55368,1,1,3,1992
Sproat Lake,1995,114922,43254.28653,2506,1,2,4,1991
Sproat Lake,1995,114922,43254.28653,4287,2,1,4,1991
Sproat Lake,1995,114922,43254.28653,44556,1,3,5,1990
Sproat Lake,1995,114922,43254.28653,883,2,2,5,1990
Sproat Lake,1995,114922,43254.28653,NA,1,4,6,1989
Sproat Lake,1995,114922,43254.28653,7322,2,3,6,1989
Sproat Lake,1995,114922,43254.28653,NA,0,2,3,1992
Sproat Lake,1995,114922,43254.28653,NA,0,3,4,1991
Sproat Lake,1995,114922,43254.28653,NA,3,1,5,1990
Sproat Lake,1995,114922,43254.28653,NA,3,2,6,1989
Sproat Lake,1995,114922,43254.28653,NA,4,1,6,1989
Sproat Lake,1995,114922,43254.28653,NA,1,5,7,1988
Sproat Lake,1995,114922,43254.28653,NA,2,4,7,1988
Sproat Lake,1995,114922,43254.28653,NA,3,3,7,1988
Sproat Lake,1995,114922,43254.28653,NA,4,2,7,1988
Sproat Lake,1995,114922,43254.28653,NA,4,3,8,1987
Sproat Lake,1995,114922,43254.28653,NA,0,1,2,1993
Sproat Lake,1996,289310,207716.0959,41452,1,1,3,1993
Sproat Lake,1996,289310,207716.0959,190506,1,2,4,1992
Sproat Lake,1996,289310,207716.0959,7004,2,1,4,1992
Sproat Lake,1996,289310,207716.0959,6750,1,3,5,1991
Sproat Lake,1996,289310,207716.0959,42405,2,2,5,1991
Sproat Lake,1996,289310,207716.0959,NA,1,4,6,1990
Sproat Lake,1996,289310,207716.0959,1192,2,3,6,1990
Sproat Lake,1996,289310,207716.0959,NA,0,2,3,1993
Sproat Lake,1996,289310,207716.0959,NA,0,3,4,1992
Sproat Lake,1996,289310,207716.0959,NA,3,1,5,1991
Sproat Lake,1996,289310,207716.0959,NA,3,2,6,1990
Sproat Lake,1996,289310,207716.0959,NA,4,1,6,1990
Sproat Lake,1996,289310,207716.0959,NA,1,5,7,1989
Sproat Lake,1996,289310,207716.0959,NA,2,4,7,1989
Sproat Lake,1996,289310,207716.0959,NA,3,3,7,1989
Sproat Lake,1996,289310,207716.0959,NA,4,2,7,1989
Sproat Lake,1996,289310,207716.0959,NA,4,3,8,1988
Sproat Lake,1996,289310,207716.0959,NA,0,1,2,1994
Sproat Lake,1997,177578,126348.6934,6707,1,1,3,1994
Sproat Lake,1997,177578,126348.6934,103817,1,2,4,1993
Sproat Lake,1997,177578,126348.6934,1874,2,1,4,1993
Sproat Lake,1997,177578,126348.6934,54705,1,3,5,1992
Sproat Lake,1997,177578,126348.6934,8628,2,2,5,1992
Sproat Lake,1997,177578,126348.6934,NA,1,4,6,1991
Sproat Lake,1997,177578,126348.6934,1847,2,3,6,1991
Sproat Lake,1997,177578,126348.6934,NA,0,2,3,1994
Sproat Lake,1997,177578,126348.6934,NA,0,3,4,1993
Sproat Lake,1997,177578,126348.6934,NA,3,1,5,1992
Sproat Lake,1997,177578,126348.6934,NA,3,2,6,1991
Sproat Lake,1997,177578,126348.6934,NA,4,1,6,1991
Sproat Lake,1997,177578,126348.6934,NA,1,5,7,1990
Sproat Lake,1997,177578,126348.6934,NA,2,4,7,1990
Sproat Lake,1997,177578,126348.6934,NA,3,3,7,1990
Sproat Lake,1997,177578,126348.6934,NA,4,2,7,1990
Sproat Lake,1997,177578,126348.6934,NA,4,3,8,1989
Sproat Lake,1997,177578,126348.6934,NA,0,1,2,1995
Sproat Lake,1998,349334,142359.794,133733,1,1,3,1995
Sproat Lake,1998,349334,142359.794,95109,1,2,4,1994
Sproat Lake,1998,349334,142359.794,2191,2,1,4,1994
Sproat Lake,1998,349334,142359.794,105277,1,3,5,1993
Sproat Lake,1998,349334,142359.794,9119,2,2,5,1993
Sproat Lake,1998,349334,142359.794,NA,1,4,6,1992
Sproat Lake,1998,349334,142359.794,3905,2,3,6,1992
Sproat Lake,1998,349334,142359.794,NA,0,2,3,1995
Sproat Lake,1998,349334,142359.794,NA,0,3,4,1994
Sproat Lake,1998,349334,142359.794,NA,3,1,5,1993
Sproat Lake,1998,349334,142359.794,NA,3,2,6,1992
Sproat Lake,1998,349334,142359.794,NA,4,1,6,1992
Sproat Lake,1998,349334,142359.794,NA,1,5,7,1991
Sproat Lake,1998,349334,142359.794,NA,2,4,7,1991
Sproat Lake,1998,349334,142359.794,NA,3,3,7,1991
Sproat Lake,1998,349334,142359.794,NA,4,2,7,1991
Sproat Lake,1998,349334,142359.794,NA,4,3,8,1990
Sproat Lake,1998,349334,142359.794,NA,0,1,2,1996
Sproat Lake,1999,225547,162775.9967,6878,1,1,3,1996
Sproat Lake,1999,225547,162775.9967,138053,1,2,4,1995
Sproat Lake,1999,225547,162775.9967,990,2,1,4,1995
Sproat Lake,1999,225547,162775.9967,62630,1,3,5,1994
Sproat Lake,1999,225547,162775.9967,14608,2,2,5,1994
Sproat Lake,1999,225547,162775.9967,NA,1,4,6,1993
Sproat Lake,1999,225547,162775.9967,2389,2,3,6,1993
Sproat Lake,1999,225547,162775.9967,NA,0,2,3,1996
Sproat Lake,1999,225547,162775.9967,NA,0,3,4,1995
Sproat Lake,1999,225547,162775.9967,NA,3,1,5,1994
Sproat Lake,1999,225547,162775.9967,NA,3,2,6,1993
Sproat Lake,1999,225547,162775.9967,NA,4,1,6,1993
Sproat Lake,1999,225547,162775.9967,NA,1,5,7,1992
Sproat Lake,1999,225547,162775.9967,NA,2,4,7,1992
Sproat Lake,1999,225547,162775.9967,NA,3,3,7,1992
Sproat Lake,1999,225547,162775.9967,NA,4,2,7,1992
Sproat Lake,1999,225547,162775.9967,NA,4,3,8,1991
Sproat Lake,1999,225547,162775.9967,NA,0,1,2,1997
Sproat Lake,2000,194136,108568.4425,15013,1,1,3,1997
Sproat Lake,2000,194136,108568.4425,56826,1,2,4,1996
Sproat Lake,2000,194136,108568.4425,4761,2,1,4,1996
Sproat Lake,2000,194136,108568.4425,106097,1,3,5,1995
Sproat Lake,2000,194136,108568.4425,3585,2,2,5,1995
Sproat Lake,2000,194136,108568.4425,NA,1,4,6,1994
Sproat Lake,2000,194136,108568.4425,7852,2,3,6,1994
Sproat Lake,2000,194136,108568.4425,NA,0,2,3,1997
Sproat Lake,2000,194136,108568.4425,NA,0,3,4,1996
Sproat Lake,2000,194136,108568.4425,NA,3,1,5,1995
Sproat Lake,2000,194136,108568.4425,NA,3,2,6,1994
Sproat Lake,2000,194136,108568.4425,NA,4,1,6,1994
Sproat Lake,2000,194136,108568.4425,NA,1,5,7,1993
Sproat Lake,2000,194136,108568.4425,NA,2,4,7,1993
Sproat Lake,2000,194136,108568.4425,NA,3,3,7,1993
Sproat Lake,2000,194136,108568.4425,NA,4,2,7,1993
Sproat Lake,2000,194136,108568.4425,NA,4,3,8,1992
Sproat Lake,2000,194136,108568.4425,NA,0,1,2,1998
Sproat Lake,2001,489391,158923.4836,215820,1,1,3,1998
Sproat Lake,2001,489391,158923.4836,192079,1,2,4,1997
Sproat Lake,2001,489391,158923.4836,1828,2,1,4,1997
Sproat Lake,2001,489391,158923.4836,28961,1,3,5,1996
Sproat Lake,2001,489391,158923.4836,46612,2,2,5,1996
Sproat Lake,2001,489391,158923.4836,NA,1,4,6,1995
Sproat Lake,2001,489391,158923.4836,4091,2,3,6,1995
Sproat Lake,2001,489391,158923.4836,NA,0,2,3,1998
Sproat Lake,2001,489391,158923.4836,NA,0,3,4,1997
Sproat Lake,2001,489391,158923.4836,NA,3,1,5,1996
Sproat Lake,2001,489391,158923.4836,NA,3,2,6,1995
Sproat Lake,2001,489391,158923.4836,NA,4,1,6,1995
Sproat Lake,2001,489391,158923.4836,NA,1,5,7,1994
Sproat Lake,2001,489391,158923.4836,NA,2,4,7,1994
Sproat Lake,2001,489391,158923.4836,NA,3,3,7,1994
Sproat Lake,2001,489391,158923.4836,NA,4,2,7,1994
Sproat Lake,2001,489391,158923.4836,NA,4,3,8,1993
Sproat Lake,2001,489391,158923.4836,NA,0,1,2,1999
Sproat Lake,2002,432141,190971.2796,27890,1,1,3,1999
Sproat Lake,2002,432141,190971.2796,286793,1,2,4,1998
Sproat Lake,2002,432141,190971.2796,3306,2,1,4,1998
Sproat Lake,2002,432141,190971.2796,80951,1,3,5,1997
Sproat Lake,2002,432141,190971.2796,31824,2,2,5,1997
Sproat Lake,2002,432141,190971.2796,NA,1,4,6,1996
Sproat Lake,2002,432141,190971.2796,1378,2,3,6,1996
Sproat Lake,2002,432141,190971.2796,NA,0,2,3,1999
Sproat Lake,2002,432141,190971.2796,NA,0,3,4,1998
Sproat Lake,2002,432141,190971.2796,NA,3,1,5,1997
Sproat Lake,2002,432141,190971.2796,NA,3,2,6,1996
Sproat Lake,2002,432141,190971.2796,NA,4,1,6,1996
Sproat Lake,2002,432141,190971.2796,NA,1,5,7,1995
Sproat Lake,2002,432141,190971.2796,NA,2,4,7,1995
Sproat Lake,2002,432141,190971.2796,NA,3,3,7,1995
Sproat Lake,2002,432141,190971.2796,NA,4,2,7,1995
Sproat Lake,2002,432141,190971.2796,NA,4,3,8,1994
Sproat Lake,2002,432141,190971.2796,NA,0,1,2,2000
Sproat Lake,2003,443396,163806.5365,25450,1,1,3,2000
Sproat Lake,2003,443396,163806.5365,189920,1,2,4,1999
Sproat Lake,2003,443396,163806.5365,915,2,1,4,1999
Sproat Lake,2003,443396,163806.5365,201179,1,3,5,1998
Sproat Lake,2003,443396,163806.5365,20824,2,2,5,1998
Sproat Lake,2003,443396,163806.5365,NA,1,4,6,1997
Sproat Lake,2003,443396,163806.5365,5108,2,3,6,1997
Sproat Lake,2003,443396,163806.5365,NA,0,2,3,2000
Sproat Lake,2003,443396,163806.5365,NA,0,3,4,1999
Sproat Lake,2003,443396,163806.5365,NA,3,1,5,1998
Sproat Lake,2003,443396,163806.5365,NA,3,2,6,1997
Sproat Lake,2003,443396,163806.5365,NA,4,1,6,1997
Sproat Lake,2003,443396,163806.5365,NA,1,5,7,1996
Sproat Lake,2003,443396,163806.5365,NA,2,4,7,1996
Sproat Lake,2003,443396,163806.5365,NA,3,3,7,1996
Sproat Lake,2003,443396,163806.5365,NA,4,2,7,1996
Sproat Lake,2003,443396,163806.5365,NA,4,3,8,1995
Sproat Lake,2003,443396,163806.5365,NA,0,1,2,2001
Sproat Lake,2004,282481,113797.5141,37432,1,1,3,2001
Sproat Lake,2004,282481,113797.5141,105741,1,2,4,2000
Sproat Lake,2004,282481,113797.5141,433,2,1,4,2000
